Date,AAPL,BRK-B,GOOGL,JPM,META,MSFT,NVDA,SPY,TSLA,UNH,V
2023-01-30,140.874740600586,307.329986572266,96.2130432128906,130.170989990234,146.158966064453,237.042572021484,19.1428356170654,386.211120605469,166.660003662109,459.8818359375,223.980010986328
2023-01-31,142.145553588867,311.519989013672,98.0987854003906,130.947525024414,148.057266235352,242.023468017578,19.5174617767334,391.889801025391,173.220001220703,472.567169189453,225.065200805664
2023-02-01,143.268615722656,310.570007324219,99.676872253418,130.601348876953,152.181823730469,246.848129272461,20.9220581054688,396.054656982422,181.410003662109,470.493988037109,225.739761352539
2023-02-02,148.578506469727,311.859985351563,106.93204498291,129.993225097656,187.613418579102,258.42138671875,21.6872863769531,401.820007324219,188.270004272461,445.719635009766,224.429702758789
2023-02-03,152.203811645508,308.510009765625,103.994247436523,132.004776000977,185.387145996094,252.317367553711,21.0788974761963,397.549011230469,189.979995727539,446.846221923828,224.98698425293
2023-02-06,149.474975585938,308.429992675781,102.128341674805,132.781311035156,184.919998168945,250.774215698242,21.0679111480713,395.119537353516,194.759994506836,449.894470214844,224.312423706055
2023-02-07,152.351593017578,312.970001220703,106.832801818848,134.39990234375,190.445953369141,261.312286376953,22.1508255004883,400.287139892578,196.809997558594,451.446990966797,226.150421142578
2023-02-08,149.662139892578,308.480010986328,98.6248168945313,133.454925537109,182.306106567383,260.501708984375,22.1827945709229,395.910034179688,201.289993286133,457.448883056641,225.055404663086
2023-02-09,148.62776184082,307.209991455078,94.2975158691406,131.377899169922,176.829895019531,257.464324951172,22.3146591186523,392.477874755859,207.320007324219,459.825012207031,224.663589477539
2023-02-10,148.992813110352,309.890014648438,93.8608093261719,131.957962036133,173.082992553711,256.956420898438,21.2437286376953,393.393707275391,196.889999389648,467.890655517578,222.557525634766
2023-02-13,151.794876098633,313.739990234375,93.9005126953125,133.389450073242,178.330657958984,264.984497070313,21.7662086486816,398.011779785156,194.639999389648,468.932037353516,224.203216552734
2023-02-14,151.153564453125,310.790008544922,93.9699859619141,133.978866577148,178.380340576172,265.814666748047,22.9480285644531,397.82861328125,209.25,466.546356201172,224.702774047852
2023-02-15,153.255096435547,309.630004882813,96.2130432128906,134.540252685547,176.074554443359,263.690032958984,22.7412357330322,399.120544433594,214.240005493164,465.050628662109,224.24235534668
2023-02-16,151.656784057617,308.179992675781,94.7937545776367,132.687744140625,171.383483886719,256.669891357422,21.9799957275391,393.625091552734,202.039993286133,461.358673095703,221.21549987793
2023-02-17,150.512268066406,308.239990234375,93.6424560546875,133.080703735352,171.820770263672,252.66535949707,21.3666114807129,392.641693115234,208.309997558594,472.463012695313,218.991897583008
2023-02-21,146.496627807617,302.720001220703,91.1016616821289,130.638778686523,171.025695800781,247.388061523438,20.6343441009522,384.765014648438,197.369995117188,465.107391357422,216.111953735352
2023-02-22,146.920867919922,303.160003662109,90.9626922607422,129.637664794922,170.071548461914,246.252304077148,20.7332458496094,384.234741210938,200.860000610352,462.816497802734,215.524215698242
2023-02-23,147.404327392578,303.070007324219,90.2084121704102,130.676193237305,170.985916137695,249.444152832031,23.6403312683105,386.278625488281,202.070007324219,465.467163085938,216.611541748047
2023-02-24,144.750259399414,304.019989013672,88.4616088867188,131.855026245117,169.34602355957,244.010177612305,23.2627124786377,382.152252197266,196.880004882813,458.499694824219,215.063842773438
2023-02-27,145.944091796875,304.660003662109,89.1960601806641,133.005859375,168.501235961914,244.930541992188,23.4774932861328,383.453796386719,207.630004882813,457.543548583984,215.847503662109
2023-02-28,145.440933227539,305.179992675781,89.384635925293,134.119262695313,173.868179321289,244.206024169922,23.1927795410156,382.036560058594,205.710006713867,450.557159423828,215.445861816406
2023-03-01,143.36897277832,304.619995117188,89.6823883056641,133.370758056641,172.357467651367,241.121841430664,22.6753025054932,380.571105957031,202.770004272461,449.875579833984,213.898147583008
2023-03-02,143.960952758789,307.75,91.3100814819336,131.986068725586,173.460662841797,245.860702514648,23.2906837463379,383.530883789063,190.899993896484,452.223297119141,214.583831787109
2023-03-03,149.01252746582,312.450012207031,92.9477157592773,134.409301757813,184.114990234375,249.953277587891,23.8661079406738,389.681915283203,197.789993286133,453.037414550781,219.197601318359
2023-03-06,151.775177001953,316.970001220703,94.4166107177734,133.623352050781,183.767105102539,251.500274658203,23.5304470062256,389.951843261719,193.809997558594,455.139007568359,222.11669921875
2023-03-07,149.574935913086,311.119995117188,93.156135559082,129.693817138672,183.379531860352,248.837127685547,23.2686614990234,383.974395751953,187.710006713867,448.607055664063,218.609848022461
2023-03-08,150.827972412109,311.369995117188,93.5432205200195,128.926620483398,183.836700439453,248.396545410156,24.1609191894531,384.60107421875,182,445.501922607422,217.649887084961
2023-03-09,148.578430175781,304.820007324219,91.6276779174805,121.946983337402,180.576812744141,247.04541015625,23.416540145874,377.505279541016,172.919998168945,440.115417480469,215.514465332031
2023-03-10,146.516342163086,303.630004882813,89.9503555297852,125.043838500977,178.41015625,243.393356323242,22.945930480957,372.058044433594,173.440002441406,437.331817626953,211.723510742188
2023-03-13,148.460021972656,302.880004882813,90.4267654418945,122.798377990723,179.791625976563,248.611953735352,22.9469299316406,371.52783203125,174.479995727539,440.514465332031,210.087661743164
2023-03-14,150.551712036133,305.329986572266,93.2653198242188,125.951370239258,192.831253051758,255.338317871094,24.0430202484131,377.669158935547,183.259994506836,441.369445800781,214.192001342773
2023-03-15,150.946411132813,297.880004882813,95.3892669677734,120.000907897949,196.538391113281,259.89111328125,24.2078819274902,375.30712890625,180.449996948242,442.176971435547,211.948806762695
2023-03-16,153.768188476563,302.010009765625,99.5676879882813,122.330589294434,203.674407958984,270.426239013672,25.5197906494141,381.891876220703,184.130004882813,448.437744140625,213.006729125977
2023-03-17,152.92951965332,293.510009765625,100.857948303223,117.708671569824,194.411514282227,273.588653564453,25.7036380767822,377.426635742188,180.130004882813,446.043640136719,212.947982788086
2023-03-20,155.297500610352,301.059997558594,100.460952758789,118.953048706055,196.598037719727,266.539215087891,25.8784923553467,381.055786132813,183.25,453.130950927734,213.692459106445
2023-03-21,157.152313232422,303.850006103516,104.133193969727,122.143463134766,200.921356201172,268.056793212891,26.17724609375,386.059204101563,197.580001831055,456.114013671875,217.414794921875
2023-03-22,155.721740722656,299.730010986328,102.594833374023,118.990455627441,198.585754394531,266.597930908203,26.4460201263428,379.478271484375,191.149993896484,451.762878417969,215.543823242188
2023-03-23,156.806991577148,298.369995117188,104.808097839355,118.67236328125,203.028381347656,271.855682373047,27.1684188842773,380.504211425781,192.220001220703,446.433197021484,218.041717529297
2023-03-24,158.109405517578,298.920013427734,104.649307250977,116.866645812988,204.747772216797,274.704833984375,26.756763458252,383.001007080078,190.410003662109,452.209442138672,216.523376464844
2023-03-27,156.165710449219,302.140014648438,101.69164276123,120.216133117676,201.597198486328,270.602447509766,26.5089721679688,383.717193603516,191.809997558594,457.824127197266,217.277648925781
2023-03-28,155.544128417969,302.320007324219,100.272361755371,120.580986022949,199.450454711914,269.476470947266,26.3880653381348,382.855865478516,189.190002441406,448.9697265625,215.827880859375
2023-03-29,158.622467041016,305.299987792969,100.629676818848,120.824256896973,204.091857910156,274.646148681641,26.9615898132324,388.420593261719,193.880004882813,443.279052734375,218.737213134766
2023-03-30,160.191192626953,305.079986572266,100.133422851563,120.459365844727,206.566589355469,278.112121582031,27.3602638244629,390.695007324219,195.279998779297,446.575714111328,217.816436767578
2023-03-31,162.697280883789,308.769989013672,102.952117919922,121.918922424316,210.64143371582,282.273223876953,27.7539310455322,396.201629638672,207.460006713867,448.979278564453,220.853073120117
2023-04-03,163.950317382813,310.309997558594,103.577407836914,121.77857208252,211.764556884766,281.225646972656,27.9417781829834,397.711334228516,194.770004272461,469.500213623047,224.320755004883
2023-04-04,163.417541503906,309.070007324219,103.934700012207,120.15062713623,213.404434204102,281.176666259766,27.4302043914795,395.504852294922,192.580001831055,468.607116699219,223.008117675781
2023-04-05,161.572509765625,310.390014648438,103.686569213867,120.329795837402,210.18424987793,278.396026611328,26.858678817749,394.469299316406,185.520004272461,483.788757324219,223.507690429688
2023-04-06,162.460510253906,312.510009765625,107.606956481934,120.197761535645,214.775970458984,285.504241943359,27.0145492553711,396.008026123047,185.059997558594,487.189849853516,221.37223815918
2023-04-10,159.865615844727,312.619995117188,105.641799926758,120.593803405762,213.434219360352,283.340454101563,27.5561008453369,396.414520263672,184.509994506836,489.441467285156,221.803237915039
2023-04-11,158.652053833008,313.700012207031,104.55997467041,121.187858581543,212.539749145508,276.917602539063,27.1464366912842,396.520965576172,186.789993286133,494.942169189453,223.781951904297
2023-04-12,157.961410522461,314.549987792969,103.85530090332,121.169006347656,212.688858032227,277.563720703125,26.4730014801025,394.90478515625,180.539993286133,495.151214599609,223.155075073242
2023-04-13,163.34846496582,318.049987792969,106.624374389648,121.631050109863,218.999938964844,283.781036376953,26.4410247802734,400.150177001953,185.899993896484,499.939361572266,227.935333251953
2023-04-14,163.003143310547,319.739990234375,108.053573608398,130.815353393555,220.132934570313,280.158416748047,26.7357769012451,399.172729492188,185,486.220825195313,229.238143920898
2023-04-17,163.022903442383,323.790008544922,105.175315856934,131.852615356445,217.51904296875,282.762786865234,26.9795761108398,400.605041503906,187.039993286133,480.102630615234,228.709197998047
2023-04-18,164.246322631836,324.630004882813,103.716346740723,133.333038330078,216.554977416992,282.341796875,27.6440238952637,400.866363525391,184.309997558594,479.276092529297,228.826751708984
2023-04-19,165.390808105469,323.089996337891,103.39875793457,133.163345336914,214.378433227539,282.420104980469,27.9078044891357,400.798583984375,180.589996337891,461.909362792969,227.817810058594
2023-04-20,164.423904418945,323.820007324219,104.500419616699,132.776702880859,211.764556884766,280.128997802734,27.0814952850342,398.611419677734,162.990005493164,463.106353759766,229.80632019043
2023-04-21,162.815689086914,324.329986572266,104.619522094727,132.522094726563,211.585632324219,279.786346435547,27.0964775085449,398.921142578125,165.080001831055,459.648223876953,229.267562866211
2023-04-24,163.121551513672,326.049987792969,105.175315856934,132.701278686523,211.486221313477,275.879730224609,27.0195446014404,399.337219238281,162.550003051758,464.512420654297,228.003890991211
2023-04-25,161.582397460938,324.339996337891,103.071228027344,129.815841674805,206.278335571289,269.662536621094,26.2192058563232,392.998260498047,160.669998168945,467.343566894531,224.898666381836
2023-04-26,161.572509765625,320.529998779297,102.932273864746,127.515045166016,208.11701965332,289.195434570313,26.9336128234863,391.333679199219,153.75,458.821716308594,223.48811340332
2023-04-27,166.160430908203,326.230010986328,106.783180236816,129.231246948242,237.098358154297,298.457733154297,27.2033920288086,399.124328613281,160.190002441406,465.966033935547,224.330551147461
2023-04-28,167.413421630859,328.549987792969,106.535057067871,130.35334777832,238.847595214844,300.836975097656,27.7259578704834,402.530914306641,164.309997558594,467.505035400391,227.974487304688
2023-05-01,167.324615478516,330.170013427734,106.396102905273,133.144485473633,241.690063476563,299.172424316406,28.8859920501709,402.124481201172,161.830001831055,470.934692382813,227.759002685547
2023-05-02,166.288650512695,325.859985351563,104.530197143555,130.994537353516,237.774185180664,299.025604248047,28.1865749359131,397.604919433594,160.309997558594,468.740112304688,222.342025756836
2023-05-03,165.213226318359,323.220001220703,104.619522094727,128.222244262695,235.577728271484,298.036712646484,27.7789134979248,394.875762939453,160.610000610352,464.987457275391,221.362411499023
2023-05-04,163.575393676758,320,103.904922485352,126.468376159668,232.089248657227,299.025604248047,27.5391139984131,392.078887939453,161.199996948242,462.935424804688,220.990219116211
2023-05-05,171.251449584961,323.880004882813,104.778312683105,128.938903808594,231.353790283203,304.156005859375,28.6561832427979,399.337219238281,170.059997558594,469.585693359375,227.043930053711
2023-05-08,171.182403564453,326.140014648438,106.961822509766,129.250106811523,231.840774536133,302.197845458984,29.1267890930176,399.443664550781,171.789993286133,468.008544921875,227.484725952148
2023-05-09,169.475524902344,324.869995117188,106.544975280762,128.627746582031,231.940139770508,300.582336425781,28.5472736358643,397.692016601563,169.149993896484,465.880462646484,228.493698120117
2023-05-10,171.241607666016,322.989990234375,110.911972045898,128.693725585938,231.651931762695,305.781341552734,28.8610134124756,399.550170898438,168.539993286133,465.585968017578,226.544357299805
2023-05-11,171.429077148438,322.640014648438,115.695838928223,128.288299560547,234.345321655273,303.627288818359,28.5542697906494,398.853393554688,172.080001831055,464.341461181641,226.730819702148
2023-05-12,170.500335693359,322.489990234375,116.628791809082,126.449531555176,232.377456665039,302.511138916016,28.3164691925049,398.330780029297,167.979995727539,466.688049316406,227.094009399414
2023-05-15,170.006362915039,323.529998779297,115.636283874512,127.515045166016,237.396530151367,302.990936279297,28.9289512634277,399.705017089844,166.350006103516,462.536376953125,228.497482299805
2023-05-16,170.006362915039,323.75,118.613784790039,126.656967163086,237.35676574707,305.223205566406,29.1887397766113,397.033905029297,166.520004272461,455.753051757813,226.200836181641
2023-05-17,170.618911743164,327.390014648438,119.933815002441,130.551361083984,241.004287719727,308.108093261719,30.1529388427734,401.853515625,173.860000610352,460.588775634766,228.340438842773
2023-05-18,172.950607299805,329.760009765625,121.908897399902,131.541458129883,245.33757019043,312.543243408203,31.6516933441162,405.724639892578,176.889999389648,455.28759765625,229.272842407227
2023-05-19,173.059280395508,330.390014648438,121.839424133301,131.239685058594,244.134979248047,312.366668701172,31.2380390167236,405.134246826172,180.139999389648,454.898071289063,228.988220214844
2023-05-22,172.110794067383,329.130004882813,124.112258911133,130.155303955078,246.798568725586,315.1533203125,31.1501140594482,405.298828125,188.869995117188,456.608154296875,226.995864868164
2023-05-23,169.50244140625,323.109985351563,121.640914916992,128.797454833984,245.228225708008,309.344451904297,30.6625175476074,400.750213623047,185.770004272461,455.487091064453,220.419952392578
2023-05-24,169.779083251953,320.200012207031,119.993362426758,127.618789672852,247.683090209961,307.960906982422,30.5126399993897,397.846893310547,182.899993896484,456.807586669922,218.133087158203
2023-05-25,170.915298461914,319.019989013672,122.554023742676,127.929969787598,251.141784667969,319.804412841797,37.9484634399414,401.292175292969,184.470001220703,453.833984375,219.242172241211
2023-05-26,173.326034545898,320.600006103516,123.675537109375,129.127517700195,260.434509277344,326.643615722656,38.9136543273926,406.489196777344,193.169998168945,457.463073730469,220.841949462891
2023-05-30,175.173614501953,322.190002441406,122.74259185791,129.61784362793,260.911560058594,324.995147705078,40.0776901245117,406.64404296875,201.160003662109,455.876647949219,217.534408569336
2023-05-31,175.124221801758,321.079986572266,121.948600769043,127.967681884766,263.09814453125,322.228057861328,37.8025817871094,404.389099121094,203.929992675781,462.897369384766,216.93571472168
2023-06-01,177.930145263672,323.119995117188,122.792213439941,129.730972290039,270.939758300781,326.339447021484,39.7369766235352,408.231201171875,207.520004272461,468.968109130859,222.304351806641
2023-06-02,178.779830932617,329.480010986328,123.735092163086,132.456100463867,270.939758300781,329.106536865234,39.2943420410156,414.134704589844,213.970001220703,474.620819091797,224.551986694336
2023-06-05,177.426284790039,328.579986572266,125.065032958984,131.154846191406,269.727233886719,329.636413574219,39.1384735107422,413.341125488281,217.610000610352,473.30029296875,222.569381713867
2023-06-06,177.060699462891,333.410003662109,126.355285644531,131.390579223633,269.458862304688,327.418823242188,38.6219024658203,414.241088867188,221.309997558594,463.210845947266,223.992492675781
2023-06-07,175.687362670898,335.420013427734,121.581359863281,132.663543701172,261.984924316406,317.312072753906,37.4477500915527,412.808837890625,224.570007324219,458.042633056641,221.097152709961
2023-06-08,178.404418945313,335.950012207031,121.224060058594,132.701278686523,262.958953857422,319.15673828125,38.4820022583008,415.305725097656,234.860000610352,465.737945556641,218.918258666992
2023-06-09,178.789733886719,335.290008544922,121.31339263916,132.965301513672,263.326721191406,320.658081054688,38.7418174743652,416.050903320313,244.399993896484,468.958618164063,219.418823242188
2023-06-12,181.585754394531,333.600006103516,122.712814331055,132.95588684082,269.389282226563,325.623168945313,39.453296661377,419.825225830078,249.830001831055,467.980041503906,221.980484008789
2023-06-13,181.111541748047,336.390014648438,122.901382446289,133.917694091797,269.657623291016,328.017333984375,40.9921760559082,422.593139648438,258.709991455078,466.763977050781,219.261795043945
2023-06-14,181.743835449219,335.899993896484,122.74259185791,133.417938232422,271.675201416016,331.010101318359,42.9657516479492,423.096405029297,256.790008544922,436.88525390625,219.301055908203
2023-06-15,183.779144287109,339.820007324219,124.151954650879,134.926605224609,280.103210449219,341.568267822266,42.621997833252,428.341796875,255.899993896484,444.430999755859,221.980484008789
2023-06-16,182.702194213867,338.309997558594,122.603645324707,135.086898803711,279.2783203125,335.906463623047,42.6609611511231,426.882751464844,260.540008544922,437.371765136719,224.669738769531
2023-06-20,182.791137695313,338.670013427734,122.176856994629,134.398590087891,282.587860107422,331.706817626953,43.7761535644531,424.668029785156,274.450012207031,447.769775390625,222.274948120117
2023-06-21,181.75373840332,338.609985351563,119.646003723145,134.200561523438,279.914428710938,327.301055908203,43.0137100219727,422.492126464844,259.459991455078,454.790710449219,223.040512084961
2023-06-22,184.757263183594,336.959991455078,122.226493835449,131.616882324219,283.134521484375,333.335601806641,42.9937210083008,424.017181396484,264.609985351563,456.98486328125,224.159393310547
2023-06-23,184.44108581543,335.25,121.422561645508,130.92854309082,286.960968017578,328.733642578125,42.1783142089844,420.811645507813,256.600006103516,455.029205322266,225.297897338867
2023-06-26,183.048034667969,334.119995117188,117.45255279541,131.249114990234,276.763854980469,322.43408203125,40.6024627685547,419.092315673828,241.050003051758,456.994293212891,222.108093261719
2023-06-27,185.804565429688,335.339996337891,117.442642211914,131.258590698242,285.291259765625,328.292053222656,41.8455581665039,423.686920166016,250.210006713867,460.333190917969,223.128829956055
2023-06-28,186.980285644531,334.149993896484,119.278762817383,130.683334350586,283.542022705078,329.548065185547,41.0871124267578,423.900634765625,256.239990234375,452.596649169922,223.737350463867
2023-06-29,187.316207885742,336.910003662109,118.20686340332,135.247222900391,279.805084228516,328.763092041016,40.7923202514648,425.571380615234,257.5,454.494995117188,229.979553222656
2023-06-30,191.643676757813,341,118.802368164063,137.142562866211,285.221710205078,334.150115966797,42.2712440490723,430.593444824219,261.769989013672,458.501556396484,233.080978393555
2023-07-03,190.151794433594,342,119.000862121582,138.245819091797,284.267547607422,331.647888183594,42.3821640014648,431.088836669922,279.820007324219,455.868713378906,233.561920166016
2023-07-05,189.035354614258,341.559997558594,120.836982727051,137.324859619141,292.56640625,331.804962158203,42.2862358093262,430.447692871094,282.480010986328,449.515441894531,235.014511108398
2023-07-06,189.50959777832,341.459991455078,119.209289550781,135.967193603516,290.200958251953,334.866333007813,42.072395324707,427.077026367188,276.540008544922,447.741119384766,234.455062866211
2023-07-07,188.393127441406,340.899993896484,118.584014892578,137.0400390625,288.749969482422,330.892395019531,42.4721031188965,425.998779296875,274.429992675781,440.319458007813,232.070098876953
2023-07-10,186.347991943359,341.130004882813,115.57674407959,137.80908203125,292.298095703125,325.603454589844,42.1493377685547,427.077026367188,269.609985351563,441.721771240234,233.748413085938
2023-07-11,185.824325561523,343.369995117188,116.261566162109,139.964263916016,296.46240234375,326.2314453125,42.3741645812988,429.796905517578,269.790008544922,441.569152832031,236.094131469727
2023-07-12,187.494033813477,345.350006103516,118.038131713867,140.657348632813,307.444702148438,330.872772216797,43.8700790405273,433.255035400391,271.989990234375,430.894622802734,237.723373413086
2023-07-13,188.254821777344,343.540008544922,123.606056213379,141.340942382813,311.489715576172,336.230255126953,45.9435768127441,436.693695068359,277.899993896484,427.12646484375,238.803009033203
2023-07-14,188.402984619141,341.089996337891,124.479461669922,142.195434570313,306.977569580078,338.761901855469,45.4359436035156,436.421722412109,281.380004882813,458.053253173828,238.655776977539
2023-07-17,191.663436889648,344.25,123.715240478516,145.622848510742,308.716857910156,339.242645263672,46.4272232055664,437.937072753906,290.380004882813,461.783081054688,239.470397949219
2023-07-18,191.406539916992,345.339996337891,122.831916809082,145.888687133789,310.138061523438,352.744445800781,47.4594688415527,441.191192626953,293.339996337891,476.969879150391,236.31005859375
2023-07-19,192.760147094727,342.429992675781,121.114883422852,146.448837280273,314.073852539063,348.417236328125,47.0427703857422,442.172302246094,291.260009765625,480.499420166016,236.947998046875
2023-07-20,190.813751220703,346.609985351563,118.306114196777,148.252746582031,300.66650390625,340.361236572266,45.4869117736816,439.238708496094,262.899993896484,481.014526367188,235.181365966797
2023-07-21,189.638046264648,345.760009765625,119.119956970215,147.11344909668,292.457092285156,337.319458007813,44.2767791748047,439.238708496094,260.019989013672,483.199035644531,234.818176269531
2023-07-24,190.438339233398,349.630004882813,120.618637084961,150.009201049805,289.823303222656,338.634338378906,44.5795669555664,441.200927734375,269.059997558594,485.250030517578,236.28059387207
2023-07-25,191.297882080078,347.579986572266,121.293533325195,148.888885498047,292.665802001953,344.394165039063,45.6457939147949,442.405456542969,265.279998779297,487.396392822266,234.268585205078
2023-07-26,192.167358398438,349.799987792969,128.30061340332,149.781326293945,296.740692138672,331.432037353516,45.4189529418945,442.473449707031,264.350006103516,484.601348876953,232.708053588867
2023-07-27,190.902694702148,349.309997558594,128.429611206055,148.129333496094,309.800170898438,324.514343261719,45.8666343688965,439.539825439453,255.710006713867,481.958953857422,230.097305297852
2023-07-28,193.481399536133,349.809997558594,131.585784912109,148.974304199219,323.485809326172,332.020782470703,46.7160110473633,443.843078613281,266.440002441406,479.745788574219,231.383041381836
2023-07-31,194.093948364258,351.959991455078,131.724716186523,149.971221923828,316.64794921875,329.616790771484,46.6950302124023,444.688171386719,267.429992675781,483.046417236328,233.326370239258
2023-08-01,193.264038085938,352.260009765625,130.563522338867,149.230651855469,320.732727050781,330.028869628906,46.4731903076172,443.415679931641,261.070007324219,481.491485595703,235.33837890625
2023-08-02,190.270370483398,351.190002441406,127.417282104492,147.540679931641,312.384246826172,321.354766845703,44.2368202209473,437.247375488281,254.110000610352,481.548706054688,233.159515380859
2023-08-03,188.877243041992,353.809997558594,127.486740112305,148.442642211914,311.271087646484,320.530517578125,44.4826354980469,435.994293212891,259.320007324219,481.60595703125,234.337280273438
2023-08-04,179.807357788086,349.989990234375,127.149291992188,148.129333496094,308.826202392578,321.629486083984,44.647518157959,434.022399902344,253.860000610352,479.574066162109,234.563018798828
2023-08-07,176.705017089844,362.579986572266,130.54362487793,148.831893920898,314.620452880859,323.915710449219,45.3839797973633,437.810760498047,251.449996948242,487.215118408203,237.036315917969
